T2M,RH2M,WS10M,WS50M,T2M_MAX,T2M_MIN,WS10M_MAX,WS10M_MIN,WS50M_MAX,WS50M_MIN,PS
30.37,43.62,2.96,4.26,41.98,19.07,7.38,0.16,10.22,0.09,99.54
33.15,45.19,3.64,4.95,45.19,23.37,8.25,0.53,10.31,0.45,99.27
31.93,55.44,4.2,5.47,43.83,24.51,8.98,0.34,11.49,0.39,99.0
30.61,59.31,4.71,6.43,40.39,24.33,11.06,0.06,13.83,0.13,98.97
27.32,78.81,3.71,5.48,35.23,22.57,9.74,0.37,12.41,0.48,98.89
27.46,77.62,4.5,6.64,34.24,22.95,8.93,0.14,11.37,0.2,98.94
26.88,82.25,2.54,4.0,33.84,22.12,7.07,0.16,8.57,0.3,99.27
25.35,80.56,2.3,3.59,31.33,16.53,6.33,0.16,7.97,0.21,99.69
23.4,67.44,2.66,4.25,32.51,13.79,5.12,0.46,7.59,0.71,99.97
22.0,60.12,2.52,4.09,32.45,12.81,4.38,0.19,7.77,0.26,100.0
24.42,58.25,2.71,4.13,33.66,14.43,6.91,0.17,9.41,0.17,99.89
26.87,49.75,2.81,4.23,39.69,13.55,7.02,0.06,9.55,0.09,99.86
30.37,45.56,3.16,4.45,41.47,18.72,7.77,0.09,10.16,0.06,99.61
33.08,44.75,3.57,4.61,42.74,25.06,8.61,0.45,10.8,0.43,99.46
34.62,43.31,3.3,4.31,46.3,25.08,8.3,0.2,10.58,0.21,99.02
31.55,58.69,4.47,6.04,44.8,23.5,10.62,0.42,13.11,0.25,98.77
27.26,80.75,4.42,6.38,35.22,22.57,10.94,0.23,13.98,0.39,98.89
26.48,85.38,3.51,5.23,31.76,23.1,8.23,0.05,10.23,0.09,99.06
26.22,88.12,3.56,5.42,31.57,22.07,10.54,0.45,13.66,0.57,99.08
25.26,87.62,2.62,4.09,31.6,18.75,7.05,0.12,8.97,0.3,99.45
20.37,80.19,2.66,4.2,27.76,12.58,4.67,0.64,8.19,0.84,99.87
19.98,74.06,2.16,3.27,28.11,10.73,4.37,0.3,7.32,0.45,99.9
21.23,62.69,1.68,2.39,31.66,9.45,5.53,0.01,9.07,0.01,100.0
25.16,52.31,1.98,3.03,37.16,14.61,4.9,0.04,8.41,0.14,99.85
28.99,53.12,2.77,4.09,41.24,18.98,6.74,0.12,9.77,0.13,99.54
32.54,47.0,3.1,4.4,44.26,21.64,6.98,0.08,9.09,0.05,99.24
32.01,57.81,3.27,4.46,44.02,24.73,8.2,0.17,9.65,0.21,99.01
29.71,66.5,3.48,4.97,40.49,24.17,7.67,0.11,9.58,0.32,98.94
28.76,70.38,5.09,7.31,37.27,22.55,11.04,1.26,13.57,2.5,98.86
26.31,84.69,4.26,6.34,32.8,22.13,11.23,0.41,15.2,0.62,98.97
26.3,85.75,2.84,4.45,32.05,21.62,8.75,0.05,11.39,0.09,99.16
25.61,80.19,2.21,3.34,32.51,19.42,6.51,0.09,8.29,0.13,99.7
23.12,83.44,1.93,2.94,28.87,14.88,4.8,0.28,5.79,0.41,99.87
20.98,77.81,1.96,2.88,28.58,11.89,4.45,0.11,6.09,0.17,100.1
21.96,68.25,2.16,3.36,32.57,13.08,4.38,0.1,8.46,0.12,100.12
24.94,59.69,3.16,4.81,36.69,15.32,6.51,0.2,9.63,0.2,99.82
30.08,46.06,3.12,4.34,41.87,19.15,7.18,0.32,9.54,0.31,99.57
32.96,44.31,3.49,4.62,43.22,22.76,7.57,0.09,9.66,0.11,99.36
35.85,36.06,3.97,5.28,46.15,26.16,9.95,0.15,12.16,0.13,98.9
29.79,69.19,4.15,5.8,41.14,23.69,9.88,0.13,12.78,0.11,98.76
27.74,78.62,3.79,5.59,35.1,23.42,10.16,0.24,12.68,0.41,98.91
26.79,83.44,3.47,5.29,32.9,22.18,11.44,0.34,14.89,0.33,98.95
26.33,87.88,3.04,4.73,31.34,21.9,7.25,0.27,9.31,0.28,98.99
23.7,82.31,2.86,4.45,30.55,17.07,7.77,0.2,9.8,0.31,99.46
21.69,75.31,2.36,3.48,30.05,10.88,6.93,0.45,8.77,0.65,99.83
22.05,70.06,2.33,3.6,32.8,12.68,5.09,0.45,6.55,0.53,99.92
22.45,57.69,2.45,3.73,32.56,12.19,6.44,0.21,8.77,0.3,99.86
25.45,60.25,2.75,4.02,36.06,13.73,6.9,0.12,9.28,0.12,99.77
28.22,54.31,2.86,4.22,39.91,17.08,8.37,0.19,10.74,0.35,99.51
31.1,52.25,2.62,3.87,42.72,21.05,6.84,0.16,9.55,0.2,99.26
35.47,30.38,4.16,5.7,44.85,25.21,10.64,0.12,13.05,0.18,98.86
29.63,63.06,4.39,6.26,40.63,23.39,8.91,0.77,10.95,1.22,98.9
28.39,72.69,3.21,4.79,36.69,23.34,9.94,0.3,12.63,0.34,98.85
26.39,85.44,3.58,5.38,32.67,22.77,9.47,0.2,11.84,0.3,98.97
26.13,85.56,2.83,4.47,31.36,20.05,7.96,0.14,10.12,0.2,99.18
25.05,80.31,2.18,3.38,31.39,14.93,5.72,0.09,8.66,0.2,99.59
22.9,77.94,2.42,3.68,30.31,13.09,7.75,0.34,9.85,0.48,99.75
22.76,69.25,1.63,2.42,31.11,14.14,3.16,0.12,6.12,0.11,99.94
23.37,63.25,2.19,3.43,35.69,15.34,4.56,0.1,7.84,0.05,100.02
27.64,45.12,2.2,3.34,40.78,17.73,5.52,0.1,8.08,0.14,99.7
30.64,38.06,2.62,3.83,41.79,19.8,7.09,0.16,9.5,0.12,99.52
33.75,38.94,3.09,4.17,44.5,23.66,8.15,0.1,10.38,0.06,99.22
33.75,48.25,3.31,4.48,46.05,25.43,10.12,0.21,12.35,0.09,98.87
30.57,62.69,4.16,5.76,42.69,24.35,9.61,0.52,11.7,1.02,98.87
28.64,69.88,4.97,7.16,36.87,22.83,10.31,0.42,13.21,0.6,98.83
27.65,78.25,3.0,4.48,35.77,22.52,7.38,0.26,9.01,0.45,99.03
27.16,83.94,3.01,4.66,33.07,22.85,11.0,0.07,14.82,0.11,99.08
25.74,73.81,2.42,3.67,32.69,15.88,6.34,0.16,7.95,0.23,99.51
24.19,75.75,2.59,4.1,33.16,12.39,5.31,0.26,7.0,0.33,99.77
22.74,66.19,2.09,3.27,31.8,11.69,4.08,0.2,7.34,0.24,99.99
23.46,56.88,2.12,3.2,33.37,12.51,5.11,0.23,7.91,0.27,100.06
27.44,49.12,2.86,4.2,39.08,15.86,6.27,0.25,9.24,0.38,99.83
31.81,40.0,2.99,4.22,42.71,19.5,6.88,0.11,9.41,0.17,99.59
34.36,43.12,3.78,4.88,45.15,25.22,8.52,0.06,11.09,0.16,99.33
34.59,46.19,4.45,5.84,45.76,25.71,9.7,0.21,12.04,0.45,98.86
31.21,61.44,3.97,5.41,43.22,24.79,8.7,0.38,10.62,0.27,98.91
27.16,82.31,4.0,5.86,35.67,22.89,8.8,0.58,10.89,0.63,98.92
26.83,84.75,3.08,4.79,32.55,21.3,7.95,0.11,10.44,0.18,98.97
26.05,87.62,2.89,4.48,31.57,21.31,7.73,0.18,9.95,0.25,99.16
25.37,86.38,2.66,4.22,31.49,17.98,7.64,0.49,9.77,0.62,99.27
24.26,86.94,2.23,3.44,29.85,17.68,7.47,0.12,9.41,0.17,99.66
20.07,79.75,2.6,3.91,28.17,9.83,6.89,0.32,8.86,0.48,99.68
20.26,70.25,2.32,3.54,30.97,9.44,4.98,0.06,8.49,0.09,99.88
24.36,65.0,2.53,3.88,34.05,14.4,6.14,0.07,10.01,0.11,99.75
29.22,47.12,2.72,3.99,41.82,18.42,6.66,0.11,10.0,0.11,99.54
31.92,48.31,3.74,4.74,41.81,21.62,8.54,0.12,10.76,0.15,99.37
34.79,40.75,3.35,4.5,44.82,26.09,8.35,0.06,9.87,0.09,98.98
30.83,58.25,4.69,6.59,39.62,23.83,9.46,0.2,11.8,0.09,98.81
28.37,73.12,4.17,5.98,36.65,23.28,8.31,0.15,10.37,0.11,98.81
27.27,79.94,3.7,5.52,36.7,22.06,8.3,0.09,10.58,0.13,98.91
27.07,80.0,3.23,5.0,34.5,21.12,7.65,0.27,9.98,0.49,99.1
27.17,69.75,2.34,3.68,35.37,19.15,5.61,0.16,7.73,0.17,99.52
25.09,59.5,2.64,4.21,34.98,15.06,5.48,0.34,8.04,0.49,99.79
24.18,51.5,2.48,3.88,34.68,13.55,6.81,0.09,8.86,0.06,99.82
24.02,56.56,3.14,4.78,35.2,9.36,6.47,0.17,9.62,0.2,99.86
26.78,41.94,2.63,3.98,39.52,15.11,6.02,0.12,9.27,0.29,99.67
30.18,35.69,2.69,3.93,41.69,17.38,6.71,0.15,9.41,0.18,99.49
33.21,43.81,3.88,5.07,42.64,23.23,8.04,0.03,10.2,0.12,99.29
35.09,40.5,3.44,4.61,45.92,25.84,8.82,0.27,10.52,0.41,98.87
31.48,55.06,4.56,6.34,45.08,24.15,10.55,0.61,12.76,0.88,98.81
27.68,76.12,4.23,6.19,37.6,22.03,9.12,0.73,11.59,1.06,98.83
26.76,81.62,3.9,5.84,33.03,22.73,8.35,0.09,10.82,0.12,98.99
26.56,84.38,2.92,4.52,31.96,22.63,7.08,0.42,8.96,0.62,99.19
24.89,79.88,2.45,3.77,31.47,16.57,6.16,0.11,7.77,0.15,99.63
22.87,78.88,2.74,4.28,30.59,11.4,8.53,0.23,11.59,0.25,99.72
22.48,68.69,2.44,3.88,32.4,13.15,5.66,0.09,7.86,0.21,99.88
23.96,59.94,2.59,3.99,33.81,13.23,6.15,0.41,8.54,0.37,99.99
25.72,54.75,2.73,4.12,36.47,13.82,6.71,0.07,9.16,0.16,99.87
29.57,44.75,3.14,4.49,41.3,17.12,6.86,0.24,9.44,0.37,99.65
32.48,47.19,3.66,4.87,43.61,23.47,7.35,0.43,9.75,0.23,99.3
35.3,41.0,4.68,6.0,47.5,26.0,9.92,0.12,12.2,0.05,98.87
28.58,72.06,4.46,6.32,35.97,23.52,10.3,1.05,12.65,1.87,98.79
26.98,79.12,4.98,7.15,34.08,22.37,9.71,1.48,12.49,2.57,98.76
26.44,83.81,3.61,5.41,32.51,22.33,9.3,0.11,11.74,0.16,99.0
26.35,85.31,2.45,3.86,31.39,21.37,5.91,0.09,7.45,0.14,99.14
25.24,86.38,2.76,4.36,30.99,16.96,7.75,0.11,10.05,0.07,99.39
22.63,82.44,2.52,3.9,29.45,13.62,6.89,0.49,8.78,0.65,99.83
19.9,76.75,2.47,3.82,28.91,10.75,5.73,0.43,9.21,0.47,99.96
21.97,72.94,2.2,3.37,30.12,13.94,6.02,0.44,8.0,0.38,100.12
24.26,59.06,2.77,4.21,34.01,14.01,6.73,0.2,9.58,0.33,99.79
28.63,49.81,2.23,3.41,42.34,17.44,5.69,0.04,8.69,0.11,99.76
33.57,36.31,2.76,3.8,43.33,22.62,7.62,0.04,9.86,0.08,99.44
32.98,50.19,3.51,4.68,44.67,25.03,8.73,0.35,10.93,0.12,99.13
33.58,46.12,4.81,6.41,43.31,26.37,10.71,0.1,13.11,0.12,98.8
29.48,65.31,5.16,7.18,40.44,23.67,9.8,1.02,12.25,2.14,98.86
28.21,73.31,3.31,4.83,36.27,22.85,9.09,0.27,11.38,0.4,99.05
26.95,78.75,3.52,5.3,33.85,21.52,9.12,0.07,11.51,0.1,99.24
26.64,70.94,2.78,4.22,35.28,16.67,10.45,0.21,14.46,0.38,99.63
23.98,65.06,2.66,4.26,33.37,14.58,5.97,0.17,7.62,0.16,99.84
22.73,57.19,2.33,3.66,33.0,12.0,5.45,0.27,7.66,0.36,99.96
22.66,49.69,2.73,4.32,34.55,11.3,5.64,0.59,8.55,0.69,100.06
25.88,47.44,2.59,3.89,37.07,16.34,8.06,0.14,10.48,0.05,99.93
29.68,45.0,2.66,3.77,41.25,18.83,8.09,0.01,9.27,0.02,99.8
32.08,46.44,3.45,4.53,43.16,21.52,8.77,0.15,10.98,0.19,99.47
35.15,39.0,3.94,5.12,47.4,25.48,9.78,0.1,12.02,0.19,99.09
29.26,68.62,4.39,6.15,38.78,23.12,11.43,0.18,15.91,0.29,98.95
29.76,65.38,4.06,6.02,37.77,24.05,9.08,0.2,11.3,0.26,98.96
28.4,74.0,3.18,4.8,35.65,23.45,7.31,0.24,9.02,0.42,99.11
27.73,76.56,2.38,3.73,35.4,21.27,7.2,0.16,9.16,0.02,99.3
27.97,65.31,2.32,3.54,37.08,20.01,6.6,0.16,7.8,0.23,99.69
25.99,64.94,3.03,4.55,35.2,17.08,7.22,0.35,8.88,0.57,99.83
24.98,56.31,2.89,4.34,35.66,12.93,6.42,0.09,8.48,0.09,100.04
24.26,48.44,2.36,3.62,37.08,12.77,6.45,0.13,8.93,0.16,100.03
27.88,50.19,3.5,4.93,39.8,16.2,7.97,0.19,10.27,0.2,99.89
30.69,45.88,3.58,4.84,42.34,19.17,8.64,0.32,10.98,0.64,99.67
33.96,41.44,4.09,5.36,45.12,22.55,8.75,0.05,11.18,0.23,99.31
34.11,45.5,4.13,5.62,45.57,24.97,11.24,0.48,13.58,0.65,99.03
29.25,70.38,3.88,5.44,41.64,23.9,10.0,0.29,12.39,0.33,98.93
27.3,80.44,3.91,5.81,33.97,23.33,9.68,0.29,12.2,0.41,98.97
27.44,79.0,3.73,5.56,34.17,22.98,8.57,0.2,10.95,0.34,98.97
26.1,86.12,3.28,5.02,31.36,20.63,7.42,0.2,9.37,0.19,99.09
24.3,80.5,3.12,5.02,31.3,16.76,6.15,0.72,7.88,0.62,99.49
22.12,70.56,2.77,4.25,30.89,12.69,5.99,0.61,7.68,0.6,99.84
21.74,60.81,2.67,4.12,31.09,11.08,6.47,0.18,8.12,0.24,99.92
23.05,50.69,2.3,3.59,34.32,12.73,4.79,0.05,7.92,0.06,99.99
26.54,42.62,2.27,3.39,39.34,15.88,5.62,0.1,9.38,0.15,99.92
30.02,43.56,2.96,4.25,42.76,16.26,7.32,0.21,9.56,0.14,99.54
34.38,35.56,3.0,4.1,44.52,22.3,7.52,0.02,9.61,0.03,99.25
34.0,46.25,3.59,4.97,45.62,24.42,9.68,0.09,11.96,0.05,99.07
29.14,72.31,3.8,5.56,40.96,23.79,7.84,0.28,9.54,0.51,98.94
27.69,77.75,4.45,6.62,34.44,23.29,10.27,0.35,13.05,0.54,98.98
26.55,84.31,3.15,4.75,32.11,21.32,11.31,0.24,14.38,0.34,98.98
26.71,86.19,2.5,3.91,31.9,22.46,7.48,0.2,9.59,0.27,99.24
25.69,84.06,2.0,3.16,31.33,16.88,5.8,0.02,7.81,0.05,99.4
22.83,79.75,2.46,3.8,30.23,13.81,5.97,0.11,7.3,0.21,99.74
20.76,66.44,2.28,3.48,30.12,11.18,5.03,0.37,7.86,0.52,99.99
21.94,51.75,2.08,3.12,33.13,11.69,3.98,0.25,7.28,0.32,99.85
25.94,44.0,2.33,3.58,38.63,13.44,5.85,0.03,8.82,0.24,99.88
30.54,37.69,2.46,3.63,41.57,18.69,6.22,0.11,8.88,0.24,99.56
32.94,46.38,3.36,4.49,44.82,22.8,7.77,0.09,9.98,0.1,99.32
33.42,50.12,4.1,5.18,43.49,24.8,8.62,0.3,10.89,0.28,99.1
30.03,64.88,3.8,5.36,39.48,23.64,8.52,0.13,10.48,0.25,98.87
27.82,75.56,4.52,6.61,36.47,23.3,8.88,0.21,11.13,0.48,98.83
26.72,81.88,4.53,6.71,32.76,22.43,9.52,0.3,12.05,0.42,98.92
26.57,81.62,2.5,3.89,32.05,20.51,9.95,0.05,12.83,0.12,99.33
26.19,70.38,2.59,3.94,34.35,16.74,8.36,0.25,10.52,0.32,99.67
25.65,62.06,2.51,4.02,34.91,15.26,5.16,0.11,7.05,0.15,99.87
23.14,61.5,2.65,4.05,33.16,9.72,8.23,0.19,10.34,0.19,99.97
22.04,58.12,2.61,3.95,32.82,9.8,6.37,0.18,9.52,0.3,100.11
26.37,52.81,2.66,3.96,39.11,13.7,6.5,0.06,9.41,0.21,99.91
30.82,43.88,3.44,4.75,43.05,19.44,8.12,0.2,10.94,0.12,99.63
33.29,43.38,3.64,4.93,43.66,22.36,7.68,0.22,10.22,0.26,99.36
35.33,40.88,3.8,4.87,45.29,27.3,8.53,0.2,10.67,0.2,99.06
31.99,56.81,3.97,5.36,42.26,24.76,10.52,0.17,12.72,0.3,98.9
29.33,67.75,4.59,6.44,39.01,23.5,10.11,0.37,12.23,0.4,98.92
27.19,81.94,3.91,5.77,33.34,23.23,9.61,0.15,12.22,0.3,98.95
26.67,86.0,3.21,4.99,32.99,22.49,8.53,0.05,10.91,0.04,99.23
25.83,86.25,1.8,2.73,30.9,21.13,4.68,0.06,6.03,0.06,99.64
23.29,82.19,2.34,3.68,30.37,16.08,5.16,0.1,7.3,0.15,99.84
22.41,75.56,2.49,3.94,30.16,14.23,6.13,0.37,7.87,0.41,100.04
23.62,66.0,2.8,4.3,34.22,12.48,6.38,0.07,8.33,0.14,99.97
26.0,52.75,2.99,4.35,36.4,15.16,6.12,0.48,8.7,0.67,99.97
29.94,48.62,2.95,4.15,41.17,20.53,7.7,0.21,9.1,0.29,99.64
33.12,42.94,3.48,4.66,42.4,24.44,8.24,0.16,10.59,0.15,99.49
35.0,41.12,3.82,4.99,46.06,26.42,9.35,0.12,11.72,0.07,99.08
29.37,71.44,3.6,5.08,40.0,23.15,8.05,0.02,9.64,0.02,98.92
27.27,83.75,3.05,4.56,33.5,22.89,7.74,0.2,9.84,0.29,98.97
26.49,88.94,3.76,5.71,31.94,22.76,9.13,1.04,11.77,1.59,98.94
26.53,89.06,2.45,3.86,31.63,22.26,5.98,0.2,9.12,0.31,99.06
25.32,87.88,2.79,4.43,30.55,18.06,8.84,0.18,11.62,0.27,99.23
23.0,85.81,2.83,4.41,29.78,13.94,6.97,0.7,8.8,0.88,99.88
20.59,77.44,1.92,2.79,27.98,10.38,3.82,0.12,6.05,0.14,99.98
22.51,76.69,1.91,2.95,30.37,14.25,4.34,0.07,6.73,0.11,99.85
24.15,56.88,2.01,3.05,37.05,13.4,5.35,0.08,9.02,0.09,99.88
29.59,40.25,2.2,3.34,43.4,17.11,5.53,0.05,8.34,0.05,99.59
32.34,44.25,2.92,4.13,43.07,23.48,6.4,0.3,8.7,0.27,99.39
32.73,52.25,3.95,5.27,42.95,24.92,10.41,0.07,12.59,0.13,99.06
28.85,72.56,3.91,5.62,36.86,23.16,10.26,0.2,12.62,0.31,99.0
27.21,83.56,3.81,5.57,32.96,23.04,11.28,0.17,15.06,0.12,98.87
27.08,84.31,2.8,4.23,31.91,22.31,7.74,0.08,9.69,0.1,99.04
26.68,86.25,2.63,4.05,31.57,21.98,6.98,0.06,9.2,0.07,99.03
25.61,85.44,2.46,3.91,31.15,18.65,5.34,0.13,6.94,0.23,99.41
24.11,86.44,2.48,3.91,30.44,16.38,5.37,0.19,6.7,0.27,99.63
21.3,77.62,2.23,3.48,28.65,9.44,5.72,0.18,7.35,0.26,100.02
21.06,58.69,2.9,4.44,34.31,9.4,6.91,0.21,9.83,0.28,98.56
26.12,34.38,2.7,4.11,39.83,10.98,6.02,0.02,9.11,0.23,98.34
28.81,42.62,3.3,4.86,40.27,17.12,7.48,0.04,9.52,0.14,98.18
34.3,28.0,3.18,4.45,45.52,21.37,6.91,0.14,9.76,0.11,97.77
33.64,42.88,3.95,5.48,44.93,23.56,10.31,0.07,12.58,0.12,97.5
31.64,57.81,5.52,7.38,44.56,23.25,11.12,0.27,13.92,0.66,97.22
26.88,81.44,4.31,6.33,33.45,21.2,9.95,0.41,12.29,0.41,97.4
25.8,86.06,4.59,6.71,31.51,19.58,10.13,0.27,13.2,0.28,97.4
25.82,87.94,2.73,4.16,30.77,21.87,7.48,0.13,9.6,0.21,97.68
24.66,81.94,2.06,3.17,30.8,16.4,4.62,0.12,6.82,0.09,98.17
21.5,72.5,2.32,3.7,30.79,10.81,5.6,0.13,8.21,0.16,98.35
21.35,64.5,2.32,3.59,30.16,10.09,6.3,0.04,9.95,0.08,98.67
23.52,60.0,3.05,4.58,32.76,14.05,6.53,0.27,8.83,0.39,98.52
27.33,42.0,2.94,4.42,39.26,16.22,7.41,0.05,10.71,0.06,98.24
31.1,31.06,2.95,4.34,43.05,19.19,7.66,0.16,9.2,0.23,98.03
33.47,32.44,3.52,4.86,44.53,23.55,7.76,0.12,10.13,0.23,97.82
34.37,39.06,3.46,4.67,43.77,24.45,9.07,0.16,11.41,0.13,97.71
31.41,55.94,4.74,6.36,43.65,23.26,9.84,0.44,12.23,0.45,97.3
27.82,74.88,4.74,6.73,39.0,22.55,9.26,0.14,11.79,0.2,97.37
26.2,82.81,4.85,7.13,31.69,21.94,8.79,1.02,11.18,1.61,97.43
25.9,83.75,2.85,4.36,32.3,19.51,8.65,0.27,10.82,0.27,97.79
25.19,80.75,2.04,2.99,31.07,19.34,7.16,0.09,9.04,0.14,98.25
23.23,79.44,2.39,3.62,29.68,15.87,7.33,0.2,9.17,0.27,98.42
22.19,65.38,2.7,4.23,32.61,11.97,6.45,0.12,8.6,0.18,98.61
23.15,44.31,2.79,4.21,34.55,10.73,6.78,0.27,9.42,0.36,98.59
27.05,36.5,3.28,4.93,38.68,12.16,7.95,0.16,10.17,0.08,98.24
31.0,24.75,3.16,4.64,43.03,17.15,7.35,0.21,10.21,0.24,98.06
34.65,27.31,3.55,4.87,45.68,23.43,9.46,0.16,12.02,0.12,97.8
36.09,31.62,3.91,5.23,45.48,26.45,10.66,0.09,12.72,0.23,97.56
32.73,50.06,4.76,6.36,46.54,23.11,10.8,0.15,13.54,0.45,97.3
27.68,77.31,4.27,6.24,34.65,22.82,10.19,0.2,12.95,0.34,97.39
26.37,85.62,4.51,6.6,31.79,22.08,11.11,0.25,14.23,0.51,97.37
26.05,87.62,3.22,4.92,31.07,22.27,6.76,0.27,8.69,0.5,97.56
24.15,84.56,3.0,4.59,30.67,14.95,9.18,0.3,11.87,0.3,97.97
20.01,74.69,2.8,4.46,28.83,10.69,5.38,0.29,7.99,0.45,98.55
20.86,65.56,2.33,3.57,30.63,7.32,5.58,0.12,8.49,0.26,98.55
23.91,58.69,3.33,4.92,33.59,12.21,7.16,0.28,9.52,0.27,98.31
26.06,44.56,3.36,4.86,36.14,14.22,8.0,0.16,10.47,0.25,98.24
30.89,26.44,2.66,3.9,43.19,16.58,6.97,0.09,9.38,0.1,98.06
34.42,30.5,3.98,5.45,44.58,24.69,9.34,0.16,11.8,0.25,97.67
37.59,23.25,3.76,5.16,47.47,25.19,9.39,0.49,11.43,0.39,97.28
30.51,58.81,5.35,7.2,44.31,22.23,9.91,0.43,12.08,0.42,97.19
26.7,80.5,4.12,5.92,34.76,22.31,8.35,0.24,10.95,0.35,97.32
26.06,81.38,4.87,7.12,32.0,21.54,9.52,0.59,12.11,0.94,97.44
26.4,78.38,2.8,4.14,34.12,20.89,7.26,0.04,9.07,0.05,97.81
25.54,71.06,2.52,4.02,33.19,15.2,6.68,0.16,8.54,0.19,98.07
22.94,51.5,2.63,4.09,33.55,11.75,6.48,0.04,8.87,0.08,98.48
24.23,37.62,2.35,3.57,35.87,12.44,7.12,0.2,9.9,0.17,98.3
25.02,55.19,3.52,5.17,35.4,15.56,7.59,1.09,9.34,1.09,98.4
26.88,28.81,2.74,4.05,39.72,13.8,7.63,0.05,10.09,0.08,97.9
31.7,26.5,3.04,4.45,43.22,16.9,7.23,0.05,10.59,0.04,97.96
34.19,30.0,3.04,4.36,45.62,21.73,8.69,0.09,10.48,0.09,97.6
36.55,28.06,4.59,6.12,45.71,26.46,11.12,0.27,13.43,0.37,97.3
29.1,67.75,5.37,7.26,38.24,23.54,10.75,0.05,13.28,0.26,97.3
26.37,79.5,4.18,6.02,34.83,21.98,9.89,0.57,12.29,0.6,97.48
26.12,83.25,3.91,5.8,31.68,21.85,9.7,0.06,12.42,0.09,97.44
26.29,79.12,3.08,4.73,33.22,21.14,7.7,0.23,9.68,0.46,97.73
24.04,74.81,2.8,4.21,32.3,14.74,6.82,0.32,9.32,0.45,98.06
22.47,62.88,2.7,4.32,32.76,12.89,5.29,0.22,8.48,0.18,98.4
22.49,53.0,2.58,4.11,33.71,12.23,5.72,0.3,8.28,0.38,98.52
22.04,53.25,3.0,4.49,32.49,11.88,6.66,0.82,9.23,0.97,98.5
25.83,54.44,3.48,5.16,36.91,16.25,7.58,0.6,10.38,0.45,98.29
31.18,32.38,3.6,5.13,43.61,19.33,7.16,0.09,9.73,0.19,98.01
34.6,31.44,4.27,5.8,45.58,22.24,8.88,0.06,11.41,0.08,97.73
36.37,25.0,3.75,5.1,45.65,25.86,10.8,0.23,13.06,0.36,97.42
31.07,58.06,5.24,6.85,45.43,22.95,10.47,0.25,12.52,0.24,97.24
27.44,75.06,5.05,7.01,34.61,22.3,12.4,0.52,15.85,0.82,97.42
26.08,82.81,4.67,6.71,31.99,21.66,12.77,0.32,16.82,0.47,97.44
26.8,79.19,2.25,3.37,33.73,21.33,6.32,0.14,8.42,0.18,97.81
26.51,65.31,2.62,4.2,36.21,15.58,5.84,0.31,8.07,0.48,98.15
24.76,59.25,2.45,3.87,35.8,13.41,5.95,0.22,7.09,0.08,98.34
23.85,52.5,3.13,4.66,33.53,12.22,7.27,0.45,9.4,0.46,98.58
23.21,52.69,2.78,4.16,33.71,10.22,7.0,0.27,9.48,0.55,98.6
25.47,35.94,3.32,4.89,38.02,12.91,6.95,0.07,10.22,0.26,98.48
29.68,34.31,2.76,4.07,42.12,17.16,6.22,0.23,8.93,0.34,98.12
34.27,26.81,3.88,5.38,44.6,23.94,10.23,0.2,13.04,0.29,97.83
34.63,32.44,2.84,3.87,43.9,24.58,8.7,0.09,11.11,0.2,97.81
32.77,51.56,4.09,5.33,45.23,24.55,9.78,0.3,11.62,0.48,97.3
27.73,73.5,4.68,6.58,35.01,22.76,9.46,0.69,11.89,0.77,97.56
27.0,80.94,3.82,5.63,34.31,22.76,8.49,0.03,10.74,0.08,97.44
27.96,73.94,3.11,4.85,36.56,22.26,8.82,0.42,11.07,0.41,97.79
26.15,73.56,2.59,3.91,34.4,16.65,8.4,0.19,10.69,0.27,98.12
24.22,69.25,2.88,4.38,34.86,12.92,9.79,0.33,12.41,0.48,98.22
21.95,55.44,2.28,3.64,32.72,9.94,5.49,0.02,9.31,0.09,98.62
24.6,47.5,2.53,3.87,35.91,14.2,5.37,0.2,8.64,0.34,98.46
27.6,40.12,3.59,5.09,38.19,13.77,7.77,0.41,9.91,0.46,98.21
31.01,27.75,3.33,4.77,42.8,18.44,7.06,0.19,10.66,0.32,97.94
33.33,39.31,3.76,5.19,44.79,22.63,8.62,0.11,11.02,0.19,97.85
37.54,26.38,3.69,5.03,47.84,26.87,8.88,0.2,10.6,0.09,97.27
31.92,54.69,4.7,6.24,45.42,23.23,9.37,0.38,11.15,0.59,97.35
26.97,82.94,4.27,6.15,34.33,22.71,9.27,0.2,12.14,0.27,97.36
26.51,86.56,3.45,5.2,31.98,22.73,8.97,0.32,11.33,0.46,97.46
26.23,88.25,2.51,3.99,30.87,22.21,6.86,0.05,9.74,0.22,97.55
24.13,76.88,2.48,3.77,31.08,16.3,6.2,0.12,7.62,0.16,98.06
21.94,62.56,2.06,3.12,30.69,8.92,5.89,0.13,9.84,0.26,98.48
22.4,50.38,1.89,2.86,32.62,11.83,5.87,0.02,9.54,0.09,98.62
23.08,36.75,2.45,3.75,35.42,10.32,6.38,0.27,9.46,0.34,98.37
26.41,19.62,2.59,3.84,39.44,11.34,7.16,0.1,8.98,0.13,98.33
28.85,38.19,3.23,4.7,41.7,16.79,9.39,0.16,11.34,0.16,98.07
34.37,21.62,3.27,4.69,44.78,18.37,9.1,0.15,11.23,0.05,97.73
36.94,26.62,4.28,5.8,47.33,26.02,11.55,0.12,13.88,0.15,97.29
30.07,59.38,5.65,7.52,42.54,21.93,11.66,0.55,14.27,0.62,97.39
